"id","ticket_id","alert_id","full_log","description","suggestion","is_created"
445,NULL,"1715225132.28555701","May  9 11:25:41 OPNsense.localdomain filterlog[69026]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,128\,27037\,0\,none\,17\,udp\,68\,172.16.10.198\,255.255.255.255\,61432\,1947\,48","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
446,NULL,"1715225373.28634083","May  9 11:29:43 OPNsense.localdomain filterlog[69026]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,30582\,0\,DF\,6\,tcp\,48\,192.168.124.143\,192.168.126.159\,50915\,8383\,0\,S\,395834423\,\,8192\,\,mss;nop;nop;sackOK","Suspicious TCP Connection Blocked","A WAZUH alert was triggered indicating a blocked TCP connection attempt due to suspicious activity. The connection was from IP 192.168.124.143 to 192.168.126.159 on port 8383. The alert details suggest a potential brute force attack attempt\, as indicated by the MITRE ID T1110. Immediate actions include: 1. Verify the legitimacy of the source IP address 192.168.124.143 within the network. 2. Review firewall rules to ensure appropriate blocking measures are in place for similar suspicious activities. 3. Investigate other logs around the time of the alert to identify any related suspicious activities. 4. Conduct a network scan to ensure no unauthorized devices are present. 5. Update firewall and intrusion detection system signatures to enhance detection capabilities.",False
447,NULL,"1715225613.28710956","May  9 11:33:43 OPNsense.localdomain filterlog[69026]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,28923\,0\,none\,17\,udp\,78\,192.168.124.142\,192.168.124.255\,137\,137\,58","Blocked UDP Traffic Alert on Port 137","A WAZUH alert was triggered indicating blocked UDP traffic on port 137\, which is commonly used for NetBIOS name service. The source IP was 192.168.124.142 and the destination was the broadcast address 192.168.124.255. This could potentially indicate a brute force attack attempting to access network credentials via NetBIOS\, which is a method consistent with MITRE ATT&CK Technique T1110. The following steps should be taken to investigate and mitigate this issue:

1. Review firewall logs around the time of the alert to identify any related network activity.
2. Check the security logs on devices with IP 192.168.124.142 for signs of compromise or brute force attempts.
3. Ensure that all devices on the network have NetBIOS over TCP/IP disabled if not required\, or properly secured behind the firewall.
4. Conduct a network sweep to detect any unauthorized devices or abnormal traffic patterns.
5. Update firewall rules to restrict unnecessary use of port 137 across the network.
6. Monitor network traffic continuously for further unusual activities that could indicate a persistent threat.",False
448,NULL,"1715225854.28753107","May  9 11:37:35 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,58843\,0\,none\,17\,udp\,93\,192.168.174.253\,8.8.4.4\,58005\,53\,73","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
449,NULL,"1715226095.28801900","May  9 11:41:36 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,15079\,0\,none\,17\,udp\,86\,192.168.172.19\,8.8.8.8\,52319\,53\,66","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
450,NULL,"1715226336.28834751","May  9 11:45:37 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,20041\,0\,DF\,6\,tcp\,52\,192.168.30.196\,192.168.126.159\,62748\,8027\,0\,S\,943214703\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Suspicious TCP Connection Blocked","A WAZUH alert was triggered indicating a blocked TCP connection attempt due to suspicious activity consistent with a brute force attack. The connection was initiated from IP address 192.168.30.196 attempting to reach 192.168.126.159 on port 8027. The firewall identified and blocked the attempt as it matched a security rule designed to prevent unauthorized access. Immediate actions include: 1. Review the firewall rule that triggered this alert to ensure it is configured correctly. 2. Investigate the source IP address (192.168.30.196) for any unusual activities or signs of compromise. 3. Check the target system (192.168.126.159) for any signs of successful breaches or attempts. 4. Analyze logs around the time of the incident for any related events or similar attempts. 5. Update firewall rules if necessary to further restrict access based on the findings. 6. Monitor network traffic patterns for further suspicious activities.",False
451,NULL,"1715226578.28874357","May  9 11:49:40 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,20445\,0\,DF\,6\,tcp\,48\,192.168.30.196\,192.168.126.159\,62853\,8383\,0\,S\,1924543242\,\,8192\,\,mss;nop;nop;sackOK","Blocked Brute Force Attempt Detected","A WAZUH alert has been triggered indicating a blocked brute force attempt on the network. The alert details a blocked TCP connection attempt from IP address 192.168.30.196 to 192.168.126.159 on port 8383. The connection was blocked by the OPNsense-External firewall\, as indicated by the filter log entry. This attempt involved a SYN packet\, commonly used in TCP connection setups\, suggesting an initial stage of a brute force attack aiming to establish a connection.Steps to Investigate and Mitigate:1. Review the firewall logs around the time of the alert to identify any related activity or repeated attempts from the same IP address.2. Analyze traffic patterns from IP 192.168.30.196 to determine if this was a singular attempt or part of a broader attack on the network.3. Check the security posture of the destination IP 192.168.126.159\, ensuring that all unnecessary services and ports are secured.4. Implement stricter firewall rules to limit connection attempts and rate limit TCP requests to sensitive ports.5. Alert network operations center personnel to monitor for further suspicious activities from the involved IP addresses.6. Conduct a vulnerability assessment on the targeted host (192.168.126.159) to ensure no existing compromises or exposures could be exploited.7. Update intrusion detection system (IDS) signatures to enhance detection capabilities for similar brute force patterns.",False
452,NULL,"1715226820.28925384","May  9 11:53:41 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,28506\,0\,none\,17\,udp\,78\,192.168.30.196\,192.168.30.255\,137\,137\,58","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
453,NULL,"1715227071.28952907","May  9 11:57:52 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,1\,30662\,0\,none\,17\,udp\,61\,172.16.10.198\,224.0.0.252\,56076\,5355\,41","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet originating from IP 172.16.10.198 directed towards the multicast address 224.0.0.252 on port 5355. This activity was identified by the firewall's filter log and was automatically blocked due to its characteristics\, which are indicative of a potential brute force attack aimed at exploiting network services. Steps to investigate and mitigate:1. Review the firewall settings to confirm that the current rules are adequate for blocking similar unauthorized attempts.2. Analyze the logs from the firewall and other network devices to identify any related activities or patterns that could suggest a broader attack or reconnaissance effort.3. Check the source IP address (172.16.10.198) across other network security tools to gather more context about the device and its recent activities.4. Increase monitoring on the multicast address 224.0.0.252 to detect any further unusual traffic.5. If recurrent similar attempts are detected\, consider implementing rate limiting or more specific blocking rules targeting the characteristics of the traffic.6. Update the incident response team about the findings and any measures taken to ensure they are aware and can assist in further investigation or action if required.",False
454,NULL,"1715227316.28993005","May  9 12:01:56 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,59815\,0\,none\,17\,udp\,82\,192.168.174.253\,8.8.4.4\,58802\,53\,62","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
455,NULL,"1715227557.29050825","May  9 12:05:57 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,35079\,0\,none\,17\,udp\,82\,192.168.172.19\,8.8.8.8\,40768\,53\,62","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
456,NULL,"1715227800.29111221","May  9 12:10:01 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,15601\,0\,DF\,6\,tcp\,52\,192.168.30.196\,192.168.126.159\,63588\,8027\,0\,S\,3413027441\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Blocked TCP Connection Attempt Detected","A WAZUH alert was triggered indicating a blocked TCP connection attempt. The event was logged by the OPNsense-External firewall\, showing a match for a block rule. The connection attempt was from IP 192.168.30.196 to 192.168.126.159 on port 8027. The packet details suggest an initial SYN packet in a TCP session\, which includes TCP flags and options indicating a possible brute force attack attempt to establish a connection or session. The MITRE ATT&CK framework identifies this as T1110 - Credential Access via Brute Force. Immediate actions include: 1. Review firewall rules to confirm the legitimacy of the blocking action. 2. Investigate the source IP 192.168.30.196 for any unusual activities or other connection attempts. 3. Check the destination IP 192.168.126.159 for potential vulnerabilities or services running on port 8027 that could be targeted. 4. Analyze logs from other security devices like IDS or SIEM for correlated events. 5. Update firewall rules if necessary to enhance security measures against such attempts.",False
457,NULL,"1715228044.29219898","May  9 12:14:05 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,1\,21589\,0\,none\,17\,udp\,61\,192.168.30.196\,224.0.0.252\,57545\,5355\,41","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
458,NULL,"1715228143.29233763","Executable file dropped in folder commonly used by malware","Duplicate case","This Wazuh alert relates to Cydarm case number [63LTUF].",False
459,NULL,"1715228288.29359956","May  9 12:18:08 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,49105\,0\,none\,17\,udp\,93\,192.168.174.253\,8.8.8.8\,63053\,53\,73","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
465,NULL,"1715229745.29901674","May  9 12:42:26 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,4404\,0\,DF\,6\,tcp\,60\,192.168.172.19\,192.168.127.55\,43216\,1514\,0\,S\,210654692\,\,64240\,\,mss;sackOK;TS;nop;wscale","Suspicious TCP Connection Blocked","A WAZUH alert was triggered indicating a blocked TCP connection attempt due to suspicious activity. The connection originated from IP address 192.168.172.19 attempting to reach 192.168.127.55 on port 1514. The firewall rule identified as '02f4bab031b57d1e30553ce08e0ec131' matched and blocked the incoming connection. The packet details include a SYN flag set\, indicating an attempt to establish a connection. The alert is associated with MITRE ID T1110\, which relates to Credential Access through Brute Force techniques.

**Recommended Actions:**
1. Review firewall logs for any further suspicious activity from the source IP 192.168.172.19.
2. Investigate the intended target machine (192.168.127.55) for any signs of compromise or unusual activity.
3. Consider implementing stricter firewall rules or network segmentation to further restrict access to critical systems.
4. Alert network administrators and cybersecurity teams to monitor for any related follow-up attacks or probes.
5. Conduct a thorough security audit of affected systems to ensure no breach has occurred.",False
